חודש,"מחוז למ""ס",סמל ישוב,יישוב,"סה""כ דורשי עבודה",גברים,נשים,אקדמאים,אינם אקדמאים,הבטחת הכנסה,דורשי עבודה שאינם עובדים,השמות מתוך הפניות,שיעור אבטלה מוערך ביישוב
2014-01,הצפון,498,טורעאן,560,224,336,12,548,479,528,7,9%
2014-01,הצפון,8900,טמרה,2038,881,1157,19,2019,1774,2013,11,14%
2014-01,הצפון,1295,יאנוח-ג'ת,167,62,105,5,162,108,165,3,6%
2014-01,הצפון,46,יבנאל,171,117,54,8,163,130,146,1,9%
2014-01,הצפון,499,יפיע,652,298,354,13,639,506,645,6,8%
2014-01,הצפון,240,יקנעם עילית,552,226,326,42,510,164,540,30,5%
2014-01,הצפון,502,ירכא,545,221,324,1,544,431,543,3,9%
2014-01,הצפון,504,כאבול,701,296,405,9,692,607,693,5,14%
2014-01,הצפון,505,כאוכב אבו אל-היג'א,226,104,122,4,222,191,226,6,13%
2014-01,הצפון,1296,כסרא-סמיע,232,91,141,5,227,169,224,5,7%
2014-01,הצפון,978,כעביה-טבאש-חג'אג'רה,226,94,132,2,224,152,222,2,10%
2014-01,הצפון,1263,כפר ורדים,57,21,36,25,32,7,56,1,2%
2014-01,הצפון,507,כפר יאסיף,518,216,302,6,512,416,508,16,10%
2014-01,הצפון,508,כפר כמא,72,32,40,3,69,30,70,0,4%
2014-01,הצפון,509,כפר כנא,1176,472,704,21,1155,1027,1119,26,13%
2014-01,הצפון,510,כפר מנדא,961,441,520,12,949,706,946,2,13%
2014-01,הצפון,47,כפר תבור,41,18,23,5,36,3,38,0,2%
2014-01,הצפון,1139,כרמיאל,1736,697,1039,278,1458,847,1663,49,6%
2014-01,הצפון,481,מגאר,1467,612,855,10,1457,1279,1431,11,15%
2014-01,הצפון,516,מג'ד אל-כרום,572,263,309,3,569,446,566,21,9%
2014-01,הצפון,874,מגדל העמק,1046,437,609,57,989,432,932,83,7%
2014-01,הצפון,4201,מג'דל שמס,510,187,323,13,497,405,501,1,10%
2014-01,הצפון,517,מזרעה,182,70,112,6,176,137,181,12,9%
2014-01,הצפון,4203,מסעדה,217,80,137,1,216,172,216,0,13%
2014-01,הצפון,518,מעיליא,60,28,32,3,57,34,58,1,4%
2014-01,הצפון,1063,מעלות-תרשיחא,939,447,492,81,858,548,916,37,8%
2014-01,הצפון,520,משהד,280,104,176,5,275,246,274,6,9%
2014-01,הצפון,9100,נהרייה,2072,958,1114,188,1884,1197,2028,73,7%
2014-01,הצפון,522,נחף,406,190,216,6,400,325,404,9,8%
2014-01,הצפון,7300,נצרת,3273,1403,1870,83,3190,2573,3216,20,9%
2014-01,הצפון,1061,נצרת עילית,1918,841,1077,159,1759,1086,1719,107,7%
2014-01,הצפון,525,סאג'ור,123,46,77,2,121,75,121,0,7%
2014-01,הצפון,7500,סח'נין,2067,906,1161,17,2050,1762,2062,17,15%
2014-01,הצפון,4501,ע'ג'ר,94,44,50,0,94,67,94,1,9%
2014-01,הצפון,530,עיילבון,222,95,127,4,218,157,219,1,8%
2014-01,הצפון,511,עילוט,314,127,187,3,311,253,311,1,11%
2014-01,הצפון,532,עין מאהל,605,282,323,12,593,488,584,5,11%
2014-01,הצפון,7600,עכו,3202,1465,1737,105,3097,2414,3135,64,12%
2014-01,הצפון,7700,עפולה,1766,769,997,156,1610,838,1681,101,7%
2014-01,הצפון,531,עראבה,1508,634,874,22,1486,1297,1499,15,15%
2014-01,הצפון,535,פסוטה,119,54,65,5,114,86,119,2,7%
2014-01,הצפון,536,פקיעין (בוקייעה),133,71,62,6,127,87,130,3,5%
2014-01,הצפון,8000,צפת,1515,819,696,58,1457,1137,1457,32,11%
2014-01,הצפון,4100,קצרין,209,86,123,17,192,100,204,6,5%
2014-01,הצפון,2800,קריית שמונה,902,402,500,41,861,374,871,34,7%
2014-01,הצפון,543,ראמה,335,128,207,9,326,249,325,1,8%
2014-01,הצפון,26,ראש פינה,61,20,41,12,49,21,58,2,4%
2014-01,הצפון,542,ריינה,701,291,410,10,691,566,680,10,10%
2014-01,הצפון,122,רמת ישי,109,43,66,30,79,12,104,2,3%
2014-01,הצפון,913,שבלי - אום אל-גנם,266,126,140,7,259,161,263,4,10%
2014-01,הצפון,812,שלומי,261,116,145,11,250,148,256,14,7%
2014-01,הצפון,538,שעב,549,232,317,2,547,473,547,8,18%
2014-01,הצפון,8800,שפרעם,2069,811,1258,40,2029,1713,2047,38,12%
2014-01,חיפה,2710,אום אל-פחם,3829,1549,2280,18,3811,3301,3758,32,18%
2014-01,חיפה,1020,אור עקיבא,637,263,374,38,599,231,609,30,6%
2014-01,חיפה,6000,באקה אל-גרביה,752,361,391,3,749,482,745,34,6%
2014-01,חיפה,9800,בנימינה-גבעת עדה*,247,97,150,58,189,70,246,0,3%
2014-01,חיפה,1326,"בסמ""ה",438,189,249,3,435,356,433,6,11%
2014-01,חיפה,541,ג'סר א-זרקא,420,231,189,1,419,301,418,2,7%
2014-01,חיפה,628,ג'ת,285,143,142,12,273,166,284,10,5%
2014-01,חיפה,494,דאלית אל-כרמל,548,232,316,12,536,314,532,2,7%
2014-01,חיפה,9300,זכרון יעקב,273,125,148,59,214,57,273,1,3%
2014-01,חיפה,6500,חדרה,2542,1096,1446,261,2281,982,2446,69,5%
2014-01,חיפה,4000,חיפה,6838,3286,3552,1117,5721,3619,6626,160,5%
2014-01,חיפה,1247,חריש,42,20,22,6,36,14,38,0,3%
2014-01,חיפה,2100,טירת כרמל,759,364,395,19,740,449,750,23,7%
2014-01,חיפה,654,כפר קרע,446,192,254,6,440,264,434,13,5%
2014-01,חיפה,1327,מעלה עירון,947,373,574,6,941,805,939,11,16%
2014-01,חיפה,2500,נשר,483,227,256,95,388,192,475,7,4%
2014-01,חיפה,534,עספיא,339,146,193,8,331,183,321,4,6%
2014-01,חיפה,637,ערערה,628,246,382,5,623,422,611,28,8%
2014-01,חיפה,537,פוריידיס,431,217,214,8,423,280,425,2,8%
2014-01,חיפה,7800,פרדס חנה-כרכור,895,411,484,103,792,291,882,34,4%
2014-01,חיפה,6800,קריית אתא,1734,789,945,142,1592,952,1708,53,6%
2014-01,חיפה,9500,קריית ביאליק,1181,482,699,144,1037,573,1171,27,5%
2014-01,חיפה,2300,קריית טבעון,200,101,99,68,132,42,197,2,2%
2014-01,חיפה,9600,קריית ים,1585,735,850,124,1461,934,1552,61,7%
2014-01,חיפה,8200,קריית מוצקין,1096,467,629,151,945,525,1076,31,5%
2014-01,חיפה,922,רכסים,154,69,85,6,148,82,148,0,4%
2014-01,ירושלים,472,אבו גוש,279,141,138,8,271,189,279,3,9%
2014-01,ירושלים,2610,בית שמש,1365,634,731,85,1280,538,1323,38,4%
2014-01,ירושלים,3000,ירושלים,12323,5697,6626,1298,11025,7349,12097,182,4%
2014-01,ירושלים,1015,מבשרת ציון,386,190,196,63,323,158,380,9,3%
2014-01,ירושלים,1137,קריית יערים,38,19,19,5,33,17,38,0,3%
2014-01,תל אביב,2400,אור יהודה,852,403,449,33,819,265,819,42,4%
2014-01,תל אביב,565,אזור,193,102,91,22,171,34,191,3,3%
2014-01,תל אביב,6100,בני ברק,2337,1183,1154,93,2244,1341,2260,32,4%
2014-01,תל אביב,6200,בת ים,3372,1619,1753,386,2986,1268,3247,95,5%
2014-01,תל אביב,6300,גבעתיים,780,350,430,265,515,114,773,10,3%
2014-01,תל אביב,6400,הרצלייה,1115,493,622,220,895,44,1095,40,2%
2014-01,תל אביב,6600,חולון,3299,1523,1776,410,2889,867,3213,83,3%
2014-01,תל אביב,2620,קריית אונו,418,196,222,93,325,40,415,4,2%
2014-01,תל אביב,8600,רמת גן,2263,1064,1199,579,1684,468,2222,28,3%
2014-01,תל אביב,2650,רמת השרון,414,191,223,113,301,5,409,5,2%
2014-01,תל אביב,5000,תל אביב -יפו,8168,3952,4216,2101,6067,2428,8008,130,3%
2014-02,אזור יהודה והשומרון,3760,אורנית,112,43,69,40,72,3,111,0,2%
2014-02,אזור יהודה והשומרון,3750,אלפי מנשה,97,48,49,18,79,1,97,1,2%
2014-02,אזור יהודה והשומרון,3560,אלקנה,33,15,18,13,20,1,33,0,2%
2014-02,אזור יהודה והשומרון,3650,אפרת,98,50,48,30,68,6,98,0,2%
2014-02,אזור יהודה והשומרון,3570,אריאל,378,170,208,57,321,84,373,4,4%
2014-02,אזור יהודה והשומרון,3574,בית אל,58,22,36,12,46,14,58,2,2%
2014-02,אזור יהודה והשומרון,3652,בית אריה,63,26,37,13,50,2,63,0,2%
2014-02,אזור יהודה והשומרון,3780,ביתר עילית,533,240,293,6,527,215,529,2,4%
2014-02,אזור יהודה והשומרון,3730,גבעת זאב,177,84,93,39,138,38,176,2,2%
2014-02,אזור יהודה והשומרון,3769,הר אדר,35,19,16,11,24,4,34,0,2%
2014-02,אזור יהודה והשומרון,3797,מודיעין עילית,401,156,245,27,374,78,393,17,3%
2014-02,אזור יהודה והשומרון,3616,מעלה אדומים,667,287,380,46,621,219,659,21,3%
2014-02,אזור יהודה והשומרון,3660,עמנואל,80,47,33,1,79,52,78,0,7%
2014-02,אזור יהודה והשומרון,3557,קדומים,28,14,14,9,19,8,28,0,2%
2014-02,אזור יהודה והשומרון,3611,קריית ארבע,112,62,50,12,100,62,110,4,3%
2014-02,אזור יהודה והשומרון,3640,קרני שומרון,89,50,39,14,75,11,87,2,2%
2014-02,הדרום,31,אופקים,1272,557,715,77,1195,838,1235,45,10%
2014-02,הדרום,2600,אילת,1611,731,880,42,1569,567,1585,50,5%
2014-02,הדרום,70,אשדוד,6790,2884,3906,691,6099,3436,6647,184,6%
2014-02,הדרום,7100,אשקלון,4244,1823,2421,326,3918,2263,3944,114,6%
2014-02,הדרום,9000,באר שבע,7274,3286,3988,802,6472,4328,7032,162,7%
2014-02,הדרום,2200,דימונה,2066,933,1133,118,1948,1363,1999,42,11%
2014-02,הדרום,1303,חורה,826,360,466,2,824,754,816,0,20%
2014-02,הדרום,831,ירוחם,467,229,238,14,453,271,446,29,10%
2014-02,הדרום,1059,כסיפה,1033,429,604,3,1030,917,1019,5,22%
2014-02,הדרום,1271,להבים,53,23,30,25,28,5,53,1,2%
2014-02,הדרום,1060,לקיה,1002,442,560,1,1001,937,997,0,23%
2014-02,הדרום,1268,מיתר,67,28,39,19,48,5,64,3,2%
2014-02,הדרום,99,מצפה רמון,285,124,161,10,275,176,270,12,11%
2014-02,הדרום,246,נתיבות,1038,484,554,43,995,527,998,25,7%
2014-02,הדרום,666,עומר,62,25,37,17,45,7,62,1,2%
2014-02,הדרום,2560,ערד,905,402,503,91,814,434,863,53,7%
2014-02,הדרום,1192,ערערה-בנגב,1013,434,579,3,1010,926,1005,3,24%
2014-02,הדרום,2630,קריית גת,2198,905,1293,117,2081,1292,2139,43,8%
2014-02,הדרום,1034,קריית מלאכי,1299,585,714,25,1274,758,1249,55,11%
2014-02,הדרום,1161,רהט,3320,1431,1889,7,3313,2802,3286,75,17%
2014-02,הדרום,1286,שגב-שלום,564,222,342,3,561,485,558,1,21%
2014-02,הדרום,1031,שדרות,1101,523,578,41,1060,647,1061,16,8%
2014-02,הדרום,1054,תל שבע,1243,611,632,1,1242,1138,1229,4,25%
2014-02,המרכז,182,אבן יהודה,182,81,101,63,119,19,179,0,3%
2014-02,המרכז,41,אליכין,67,36,31,7,60,18,63,2,3%
2014-02,המרכז,1309,אלעד,384,189,195,16,368,96,376,5,3%
2014-02,המרכז,2530,באר יעקב,268,114,154,56,212,54,265,2,3%
2014-02,המרכז,466,בית דגן,109,66,43,15,94,38,108,4,3%
2014-02,המרכז,1066,"בני עי""ש",193,89,104,20,173,67,191,5,5%
2014-02,המרכז,681,גבעת שמואל,306,148,158,83,223,68,302,3,3%
2014-02,המרכז,2550,גדרה,369,144,225,61,308,108,361,1,3%
2014-02,המרכז,627,ג'לג'וליה,99,49,50,2,97,49,99,2,3%
2014-02,המרכז,166,גן יבנה,367,147,220,41,326,92,363,8,3%
2014-02,המרכז,229,גני תקווה,196,85,111,57,139,18,195,2,2%
2014-02,המרכז,9700,הוד השרון,687,302,385,202,485,64,675,10,2%
2014-02,המרכז,1290,זמר,180,60,120,1,179,129,176,3,6%
2014-02,המרכז,2730,טייבה,1999,877,1122,12,1987,1701,1888,31,11%
2014-02,המרכז,2720,טירה,361,178,183,6,355,177,351,10,3%
2014-02,המרכז,2660,יבנה,936,446,490,93,843,351,920,21,4%
2014-02,המרכז,9400,יהוד,532,222,310,71,461,79,519,13,3%
2014-02,המרכז,1224,כוכב יאיר,87,30,57,37,50,0,87,1,2%
2014-02,המרכז,633,כפר ברא,33,21,12,1,32,17,32,1,2%
2014-02,המרכז,168,כפר יונה,332,157,175,57,275,62,328,6,3%
2014-02,המרכז,6900,כפר סבא,1285,593,692,338,947,177,1263,15,2%
2014-02,המרכז,634,כפר קאסם,264,137,127,3,261,142,259,2,3%
2014-02,המרכז,7000,לוד,2180,1019,1161,153,2027,1181,2155,47,6%
2014-02,המרכז,1200,מודיעין-מכבים-רעות*,1018,463,555,311,707,62,994,14,2%
2014-02,המרכז,28,מזכרת בתיה,141,65,76,29,112,32,139,2,2%
2014-02,המרכז,7200,נס ציונה,725,327,398,152,573,206,718,11,3%
2014-02,המרכז,7400,נתניה,4459,2082,2377,580,3879,1599,4363,107,4%
2014-02,המרכז,587,סביון*,25,6,19,9,16,0,25,0,1%
2014-02,המרכז,171,פרדסייה,86,40,46,10,76,10,85,0,2%
2014-02,המרכז,7900,פתח תקווה,4163,1843,2320,798,3365,1092,4088,41,3%
2014-02,המרכז,195,קדימה-צורן,246,105,141,63,183,41,243,2,2%
2014-02,המרכז,638,קלנסווה,778,312,466,3,775,653,734,15,8%
2014-02,המרכז,469,קריית עקרון,331,166,165,21,310,143,326,7,6%
2014-02,המרכז,2640,ראש העין,769,391,378,80,689,169,757,16,3%
2014-02,המרכז,8300,ראשון לציון,4346,1991,2355,714,3632,1365,4317,84,3%
2014-02,המרכז,8400,רחובות,2630,1169,1461,497,2133,1002,2560,45,4%
2014-02,המרכז,8500,רמלה,1823,864,959,103,1720,749,1761,48,5%
2014-02,המרכז,8700,רעננה,828,414,414,268,560,72,823,6,2%
2014-02,המרכז,1304,שוהם,188,90,98,77,111,8,187,0,2%
2014-02,המרכז,154,תל מונד,149,59,90,54,95,17,149,0,2%
2014-02,הצפון,473,אבו סנאן,714,293,421,5,709,584,710,14,12%
2014-02,הצפון,478,אכסאל,536,240,296,15,521,457,528,3,9%
2014-02,הצפון,529,אעבלין,639,264,375,8,631,525,633,6,11%
2014-02,הצפון,482,בועיינה-נוג'ידאת,449,183,266,4,445,352,431,1,11%
2014-02,הצפון,4001,בוקעאתא,429,176,253,3,426,353,410,0,15%
2014-02,הצפון,998,ביר אל-מכסור,432,168,264,2,430,333,429,3,12%
2014-02,הצפון,480,בית ג'ן,397,120,277,10,387,304,385,2,7%
2014-02,הצפון,9200,בית שאן,864,375,489,10,854,420,836,66,8%
2014-02,הצפון,944,בסמת טבעון,221,111,110,5,216,159,216,3,7%
2014-02,הצפון,483,בענה,391,156,235,5,386,326,390,6,12%
2014-02,הצפון,1292,ג'דיידה-מכר,1466,641,825,8,1458,1237,1450,34,16%
2014-02,הצפון,485,ג'ולס,226,70,156,1,225,157,226,5,8%
2014-02,הצפון,487,ג'ש (גוש חלב),71,35,36,3,68,38,71,4,4%
2014-02,הצפון,489,דבורייה,403,181,222,11,392,321,402,2,9%
2014-02,הצפון,490,דייר אל-אסד,406,171,235,7,399,323,399,10,8%
2014-02,הצפון,492,דייר חנא,664,302,362,11,653,491,663,4,14%
2014-02,הצפון,975,זרזיר,308,151,157,2,306,214,293,5,10%
2014-02,הצפון,496,חורפיש,104,41,63,6,98,61,101,2,4%
2014-02,הצפון,2034,חצור הגלילית,321,139,182,14,307,148,296,17,6%
2014-02,הצפון,6700,טבריה,1864,843,1021,67,1797,1110,1617,48,7%
2014-02,הצפון,962,טובא-זנגרייה,375,168,207,3,372,255,364,6,12%
2014-02,הצפון,498,טורעאן,537,197,340,10,527,463,513,5,9%
2014-02,הצפון,8900,טמרה,2021,874,1147,20,2001,1764,1999,18,14%
2014-02,הצפון,1295,יאנוח-ג'ת,162,60,102,4,158,102,159,1,6%
2014-02,הצפון,46,יבנאל,171,117,54,6,165,129,147,2,9%
2014-02,הצפון,499,יפיע,668,312,356,12,656,519,649,2,8%
2014-02,הצפון,240,יקנעם עילית,531,225,306,49,482,164,520,28,4%
2014-02,הצפון,502,ירכא,560,231,329,1,559,447,557,11,10%
2014-02,הצפון,504,כאבול,692,290,402,11,681,597,690,9,14%
2014-02,הצפון,505,כאוכב אבו אל-היג'א,221,97,124,5,216,192,219,1,13%
2014-02,הצפון,1296,כסרא-סמיע,236,97,139,5,231,166,232,2,7%
2014-02,הצפון,978,כעביה-טבאש-חג'אג'רה,240,103,137,2,238,154,235,1,10%
2014-02,הצפון,1263,כפר ורדים,68,31,37,28,40,5,68,0,2%
2014-02,הצפון,507,כפר יאסיף,502,204,298,6,496,398,494,13,10%
2014-02,הצפון,508,כפר כמא,72,31,41,6,66,31,71,0,4%
2014-02,הצפון,509,כפר כנא,1148,470,678,22,1126,1007,1098,14,12%
2014-02,הצפון,510,כפר מנדא,1016,474,542,12,1004,720,989,0,13%
2014-02,הצפון,47,כפר תבור,37,21,16,4,33,2,37,0,2%
2014-02,הצפון,1139,כרמיאל,1719,702,1017,285,1434,842,1650,66,6%
2014-02,הצפון,481,מגאר,1457,608,849,9,1448,1263,1426,5,15%
2014-02,הצפון,516,מג'ד אל-כרום,554,249,305,4,550,436,548,12,8%
2014-02,הצפון,874,מגדל העמק,1014,420,594,68,946,424,900,97,7%
2014-02,הצפון,4201,מג'דל שמס,508,186,322,11,497,401,500,0,10%
2014-02,הצפון,517,מזרעה,172,67,105,4,168,137,171,5,9%
2014-02,הצפון,4203,מסעדה,216,80,136,3,213,175,213,0,13%
2014-02,הצפון,518,מעיליא,58,26,32,6,52,31,55,0,3%
2014-02,הצפון,1063,מעלות-תרשיחא,927,449,478,79,848,523,909,36,8%
2014-02,הצפון,520,משהד,285,108,177,6,279,250,275,2,9%
2014-02,הצפון,9100,נהרייה,2043,942,1101,181,1862,1214,1997,86,6%
2014-02,הצפון,522,נחף,415,192,223,7,408,334,411,12,8%
2014-02,הצפון,7300,נצרת,3291,1432,1859,81,3210,2580,3226,10,9%
2014-02,הצפון,1061,נצרת עילית,1841,837,1004,147,1694,1014,1678,101,7%
2014-02,הצפון,525,סאג'ור,127,48,79,3,124,75,124,3,7%
2014-02,הצפון,7500,סח'נין,2071,912,1159,14,2057,1755,2062,11,15%
2014-02,הצפון,4501,ע'ג'ר,97,46,51,1,96,68,97,0,9%
2014-02,הצפון,530,עיילבון,216,90,126,2,214,153,213,3,8%
2014-02,הצפון,511,עילוט,320,127,193,3,317,261,312,2,11%
2014-02,הצפון,532,עין מאהל,587,272,315,10,577,476,572,3,11%
2014-02,הצפון,7600,עכו,3158,1445,1713,113,3045,2397,3086,43,12%
2014-02,הצפון,7700,עפולה,1703,747,956,142,1561,813,1629,76,7%
2014-02,הצפון,531,עראבה,1543,653,890,25,1518,1308,1536,11,15%
2014-02,הצפון,535,פסוטה,123,58,65,6,117,84,123,2,7%
2014-02,הצפון,536,פקיעין (בוקייעה),136,77,59,5,131,85,130,4,5%
2014-02,הצפון,8000,צפת,1469,781,688,66,1403,1114,1410,30,10%
2014-02,הצפון,4100,קצרין,210,84,126,14,196,100,204,4,5%
2014-02,הצפון,2800,קריית שמונה,867,385,482,37,830,381,838,25,6%
2014-02,הצפון,543,ראמה,334,131,203,9,325,250,327,1,8%
2014-02,הצפון,26,ראש פינה,63,22,41,12,51,21,62,0,4%
2014-02,הצפון,542,ריינה,687,292,395,10,677,556,673,4,10%
2014-02,הצפון,122,רמת ישי,100,38,62,29,71,14,95,1,2%
2014-02,הצפון,913,שבלי - אום אל-גנם,259,117,142,5,254,166,253,4,10%
2014-02,הצפון,812,שלומי,244,112,132,10,234,141,236,15,7%
2014-02,הצפון,538,שעב,548,227,321,1,547,475,545,3,18%
2014-02,הצפון,8800,שפרעם,2073,791,1282,38,2035,1732,2053,25,12%
2014-02,חיפה,2710,אום אל-פחם,3838,1575,2263,21,3817,3312,3770,29,18%
2014-02,חיפה,1020,אור עקיבא,614,266,348,36,578,214,591,21,6%
2014-02,חיפה,6000,באקה אל-גרביה,800,384,416,6,794,498,792,23,7%
2014-02,חיפה,9800,בנימינה-גבעת עדה*,238,93,145,56,182,67,237,4,3%
2014-02,חיפה,1326,"בסמ""ה",439,189,250,2,437,361,433,1,11%
2014-02,חיפה,541,ג'סר א-זרקא,436,242,194,1,435,314,433,4,7%
2014-02,חיפה,628,ג'ת,275,134,141,13,262,163,274,2,5%
2014-02,חיפה,494,דאלית אל-כרמל,535,227,308,11,524,314,521,6,7%
2014-02,חיפה,9300,זכרון יעקב,264,125,139,57,207,59,264,3,2%
2014-02,חיפה,6500,חדרה,2427,1021,1406,248,2179,961,2336,74,5%
2014-02,חיפה,4000,חיפה,6682,3234,3448,1084,5598,3552,6476,169,5%
2014-02,חיפה,1247,חריש,56,28,28,10,46,20,48,1,3%
2014-02,חיפה,2100,טירת כרמל,730,360,370,17,713,438,723,27,7%
2014-02,חיפה,654,כפר קרע,458,205,253,7,451,262,450,7,5%
2014-02,חיפה,1327,מעלה עירון,948,368,580,3,945,811,941,6,16%
2014-02,חיפה,2500,נשר,471,232,239,87,384,186,459,8,4%
2014-02,חיפה,534,עספיא,324,150,174,8,316,181,310,3,6%
2014-02,חיפה,637,ערערה,618,238,380,7,611,413,603,20,7%
2014-02,חיפה,537,פוריידיס,426,224,202,7,419,284,419,2,8%
2014-02,חיפה,7800,פרדס חנה-כרכור,848,389,459,106,742,283,839,32,4%
2014-02,חיפה,6800,קריית אתא,1641,755,886,143,1498,914,1612,37,5%
2014-02,חיפה,9500,קריית ביאליק,1132,481,651,138,994,547,1121,30,5%
2014-02,חיפה,2300,קריית טבעון,185,93,92,58,127,41,183,0,2%
2014-02,חיפה,9600,קריית ים,1579,743,836,124,1455,923,1553,35,7%
2014-02,חיפה,8200,קריית מוצקין,1084,475,609,137,947,507,1065,22,5%
2014-02,חיפה,922,רכסים,154,69,85,8,146,82,146,4,4%
2014-02,ירושלים,472,אבו גוש,266,130,136,6,260,190,265,3,9%
